assignment_id,employee_id,family_id,assigned_date,status,remarks,TRS_Rating_Score,TRS_Level,Assessment_Score,Mentor_Visits,Staff_Training_Count,Provider_Capacity,Capacity_Utilization_Percent,Provider_Type,Active_Children_Count,Complaints_Received,Corrective_Actions_Taken,Assessment_Status,Next_Assessment_Date,Data_Refresh_Timestamp
ASG_002551,EMP_000751,FAM_001949,2021-09-04,Assigned,Central eye believe range much arm candidate improve participant wear.,4.66,Level 4,7.07,2,14,271,86.31,School,84,2,0,Completed,2027-10-10,2025-11-14 15:16:57.533824
ASG_002552,EMP_000879,FAM_000664,2018-09-21,Closed,Conference nearly TV war air.,3.4,Level 4,58.76,9,14,273,48.01,Center,282,4,5,Pending Review,2027-02-09,2025-11-14 15:16:57.533824
ASG_002553,EMP_000981,FAM_001220,2023-11-08,Completed,Behavior father positive campaign beyond large growth.,3.63,Level 2,8.84,9,18,216,118.63,Center,207,20,4,Pending Review,2026-09-26,2025-11-14 15:16:57.533824
ASG_002554,EMP_000835,FAM_002612,2019-04-02,Closed,Book foot show course meet success.,2.85,Level 1,48.11,9,10,113,100.43,Center,175,0,2,Scheduled,2026-09-22,2025-11-14 15:16:57.533824
ASG_002555,EMP_000836,FAM_000931,2019-04-16,Escalated,Hit talk range individual others individual light.,3.73,Level 4,80.14,2,1,287,108.82,Center,39,13,3,Completed,2026-11-18,2025-11-14 15:16:57.533824
ASG_002556,EMP_001363,FAM_002929,2025-10-21,Completed,Family sign customer house do beyond right focus.,1.27,Level 2,94.78,2,9,88,113.58,Center,82,13,3,Scheduled,2026-12-02,2025-11-14 15:16:57.533824
ASG_002557,EMP_000255,FAM_002199,2016-06-29,Closed,Hope thus rich something safe system positive government return station.,1.69,Level 1,71.23,10,2,145,55.25,Home,99,9,0,Scheduled,2026-07-30,2025-11-14 15:16:57.533824
ASG_002558,EMP_000307,FAM_002811,2021-10-09,Assigned,Weight yet finish car discover middle table great book.,2.17,Level 2,76.65,6,18,161,71.83,School,224,6,2,Scheduled,2026-09-04,2025-11-14 15:16:57.533824
ASG_002559,EMP_000603,FAM_001907,2025-07-12,Completed,Join image anything almost live plant.,1.75,Level 4,31.63,4,10,173,74.63,Center,227,5,5,Scheduled,2026-08-28,2025-11-14 15:16:57.533824
ASG_002560,EMP_000671,FAM_002017,2021-11-15,Escalated,Series change morning show ask.,3.83,Level 1,94.5,0,18,281,21.23,Center,244,6,4,Pending Review,2026-02-10,2025-11-14 15:16:57.533824
ASG_002561,EMP_000280,FAM_000482,2019-08-24,Assigned,Action industry player move on remain truth agree I chair.,2.88,Level 4,93.36,9,5,146,53.92,School,17,14,0,Pending Review,2026-12-19,2025-11-14 15:16:57.533824
ASG_002562,EMP_000141,FAM_001638,2019-03-15,Escalated,Arrive son sea item than.,4.85,Level 3,91.97,6,2,175,99.48,Center,184,15,5,Pending Review,2027-04-28,2025-11-14 15:16:57.533824
ASG_002563,EMP_001247,FAM_001379,2021-03-03,Assigned,Foot where either writer week among city sea up.,4.23,Level 3,81.07,8,14,25,110.78,School,288,2,2,Scheduled,2026-08-10,2025-11-14 15:16:57.533824
ASG_002564,EMP_000315,FAM_001632,2024-07-12,Closed,Industry why its energy way fine.,1.52,Level 4,13.06,3,17,247,38.37,School,266,9,4,Pending Review,2027-10-05,2025-11-14 15:16:57.533824
ASG_002565,EMP_000562,FAM_001117,2024-02-25,Closed,This data growth impact write senior green notice.,1.74,Level 4,42.7,6,16,264,45.04,School,229,5,1,Completed,2026-02-20,2025-11-14 15:16:57.533824
ASG_002566,EMP_001203,FAM_001921,2019-11-04,Completed,Scientist current budget speech region address fast case.,4.21,Level 4,81.61,0,8,50,42.75,Center,32,19,4,Scheduled,2027-04-08,2025-11-14 15:16:57.533824
ASG_002567,EMP_001115,FAM_001775,2019-10-21,Assigned,At TV parent matter hundred of participant across.,1.42,Level 3,48.74,1,10,51,70.52,Home,193,8,3,Completed,2025-11-23,2025-11-14 15:16:57.533824
ASG_002568,EMP_000066,FAM_001772,2024-10-13,Escalated,Recently face cut always building already skin.,3.15,Level 4,36.05,8,13,267,58.87,School,158,14,5,Scheduled,2026-02-23,2025-11-14 15:16:57.533824
ASG_002569,EMP_001347,FAM_000725,2017-06-26,Assigned,Responsibility single against best subject wrong.,3.86,Level 2,47.31,6,12,197,57.99,School,92,13,5,Completed,2027-03-03,2025-11-14 15:16:57.533824
ASG_002570,EMP_000075,FAM_001812,2024-05-15,Escalated,Technology direction conference apply same instead whatever price during often.,3.06,Level 1,10.74,9,7,168,105.0,Home,270,19,0,Scheduled,2026-06-06,2025-11-14 15:16:57.533824
ASG_002571,EMP_001140,FAM_002121,2021-04-20,Completed,Child mother look door democratic person network name something center.,3.13,Level 3,96.93,6,20,127,86.93,School,88,0,5,Completed,2027-04-03,2025-11-14 15:16:57.533824
ASG_002572,EMP_000414,FAM_000855,2019-03-28,Closed,Specific day ok race effort large.,3.65,Level 3,2.84,4,9,22,111.99,Center,292,18,5,Pending Review,2026-02-04,2025-11-14 15:16:57.533824
ASG_002573,EMP_000904,FAM_000987,2020-09-01,Assigned,If town up school better.,2.3,Level 3,64.64,5,15,122,95.4,School,124,2,0,Completed,2026-01-22,2025-11-14 15:16:57.533824
ASG_002574,EMP_001458,FAM_000426,2022-05-23,Completed,Assume ask pull system attorney go respond.,4.93,Level 3,40.04,7,19,276,37.0,School,34,5,0,Completed,2027-07-28,2025-11-14 15:16:57.533824
ASG_002575,EMP_001152,FAM_000363,2019-12-23,Completed,Expert song certain bit purpose bit lose modern.,3.5,Level 2,18.61,1,1,285,18.32,Center,258,1,1,Completed,2026-10-31,2025-11-14 15:16:57.533824
ASG_002576,EMP_000631,FAM_002990,2017-07-28,Closed,Wind follow information Mr series fine too reveal learn old.,4.3,Level 4,52.02,2,12,134,36.62,Home,3,7,5,Pending Review,2026-05-07,2025-11-14 15:16:57.533824
ASG_002577,EMP_000117,FAM_000034,2024-02-24,Escalated,Mention so explain write key listen mind.,1.93,Level 2,16.15,6,17,287,92.12,Home,228,13,0,Scheduled,2026-12-14,2025-11-14 15:16:57.533824
ASG_002578,EMP_000714,FAM_000887,2021-08-24,Closed,Affect despite heavy concern already message wait allow future.,3.28,Level 3,55.69,5,16,192,19.06,Home,247,9,1,Completed,2027-04-04,2025-11-14 15:16:57.533824
ASG_002579,EMP_000422,FAM_001247,2023-08-11,Assigned,Low effort employee cold candidate hair agreement.,3.08,Level 2,65.58,4,19,265,51.07,School,189,8,4,Pending Review,2027-09-12,2025-11-14 15:16:57.533824
ASG_002580,EMP_001087,FAM_002424,2023-12-19,Escalated,Purpose thought suggest such throw stay deep.,3.63,Level 3,35.85,4,18,113,87.6,Center,180,10,2,Pending Review,2026-12-09,2025-11-14 15:16:57.533824
ASG_002581,EMP_000756,FAM_000062,2024-03-19,Assigned,Happy impact new center south leave song cell grow make.,3.7,Level 2,55.45,6,11,50,11.94,School,153,3,1,Scheduled,2026-05-22,2025-11-14 15:16:57.533824
ASG_002582,EMP_000659,FAM_002742,2023-07-30,Closed,Marriage point major speech police section picture.,3.36,Level 4,30.33,9,18,215,114.94,Home,57,1,4,Pending Review,2027-08-11,2025-11-14 15:16:57.533824
ASG_002583,EMP_000840,FAM_002501,2022-02-06,Assigned,Manager kid statement control green central affect court.,2.22,Level 4,3.34,7,8,260,22.9,School,275,9,0,Scheduled,2025-11-28,2025-11-14 15:16:57.533824
ASG_002584,EMP_001166,FAM_002616,2020-06-29,Completed,Across nothing yeah bag agent site theory car some professional.,2.86,Level 2,98.31,8,8,27,35.14,Center,34,20,4,Pending Review,2027-03-18,2025-11-14 15:16:57.533824
ASG_002585,EMP_000778,FAM_001287,2019-03-22,Escalated,Wind like since seat return should.,3.86,Level 2,94.33,4,15,109,24.02,Center,270,17,0,Pending Review,2026-05-18,2025-11-14 15:16:57.533824
ASG_002586,EMP_000702,FAM_002408,2017-03-12,Completed,Seek method always eat court news yeah see turn production.,3.94,Level 3,22.41,0,2,213,37.59,Center,62,2,1,Pending Review,2027-03-13,2025-11-14 15:16:57.533824
ASG_002587,EMP_001139,FAM_002956,2025-09-02,Completed,Partner executive family clear two give.,2.55,Level 3,40.57,1,0,181,87.84,Home,292,14,2,Pending Review,2026-02-13,2025-11-14 15:16:57.533824
ASG_002588,EMP_000481,FAM_001215,2019-10-30,Completed,Election show offer kind.,1.7,Level 2,98.98,1,6,196,63.37,Center,256,1,4,Completed,2026-07-16,2025-11-14 15:16:57.533824
ASG_002589,EMP_000073,FAM_002950,2018-10-14,Escalated,Remember answer star develop describe most maintain understand political attack.,3.25,Level 2,30.12,8,1,234,92.91,Center,167,5,4,Scheduled,2027-04-21,2025-11-14 15:16:57.533824
ASG_002590,EMP_001193,FAM_002602,2016-06-23,Escalated,Moment fund ask system risk house nature program.,3.79,Level 4,38.9,0,5,130,15.12,School,218,6,2,Scheduled,2027-02-18,2025-11-14 15:16:57.533824
ASG_002591,EMP_000945,FAM_000669,2021-03-24,Assigned,Respond inside to often above voice people because heavy picture.,2.16,Level 3,44.43,10,8,155,70.37,School,274,14,0,Completed,2027-01-26,2025-11-14 15:16:57.533824
ASG_002592,EMP_001300,FAM_001158,2019-07-21,Assigned,Environmental commercial attention hand gas box scientist over woman.,4.32,Level 3,64.21,8,4,300,15.5,Center,97,13,2,Completed,2027-10-19,2025-11-14 15:16:57.533824
ASG_002593,EMP_000681,FAM_001543,2022-01-15,Assigned,Thought college or create the write real last also.,2.75,Level 4,44.49,9,12,38,46.36,Home,136,3,2,Scheduled,2026-10-24,2025-11-14 15:16:57.533824
ASG_002594,EMP_000435,FAM_001986,2019-01-19,Completed,Between collection manage turn participant include pick.,1.47,Level 2,26.41,3,9,289,45.79,School,190,2,5,Pending Review,2027-03-01,2025-11-14 15:16:57.533824
ASG_002595,EMP_001233,FAM_001694,2016-02-22,Assigned,Science method middle international benefit stop arm break material part.,4.82,Level 4,98.06,1,4,292,55.66,Center,50,5,1,Completed,2027-01-17,2025-11-14 15:16:57.533824
ASG_002596,EMP_001280,FAM_001346,2020-09-10,Escalated,Hair question begin interview their indeed do type piece.,4.17,Level 2,10.13,6,4,84,71.76,Center,2,16,0,Pending Review,2027-02-26,2025-11-14 15:16:57.533824
ASG_002597,EMP_000092,FAM_002652,2018-01-21,Escalated,As thus commercial citizen above fight none hear.,4.9,Level 1,39.26,6,18,58,111.08,Center,149,3,2,Pending Review,2027-05-22,2025-11-14 15:16:57.533824
ASG_002598,EMP_000099,FAM_002069,2019-03-04,Closed,Phone draw half man four popular turn.,2.52,Level 1,68.33,3,1,230,20.23,Center,88,9,5,Pending Review,2026-09-02,2025-11-14 15:16:57.533824
ASG_002599,EMP_001199,FAM_002499,2016-03-15,Completed,Campaign make here as capital science agreement above.,1.35,Level 1,24.41,9,6,105,111.79,Center,264,11,2,Pending Review,2026-01-30,2025-11-14 15:16:57.533824
ASG_002600,EMP_000851,FAM_001534,2018-09-29,Closed,Million option boy price indeed talk significant your player blue.,1.92,Level 4,84.84,8,2,10,101.73,Home,143,13,1,Completed,2027-01-18,2025-11-14 15:16:57.533824
ASG_002601,EMP_000623,FAM_000608,2020-12-19,Completed,Standard question entire coach consumer science middle drug although experience.,3.75,Level 4,62.36,5,17,89,90.05,Center,72,6,5,Pending Review,2027-05-03,2025-11-14 15:16:57.533824
ASG_002602,EMP_000580,FAM_002717,2017-03-17,Completed,Clear force live stock once performance to head general.,4.87,Level 4,67.65,9,19,189,22.64,Center,32,4,1,Completed,2027-02-17,2025-11-14 15:16:57.533824
ASG_002603,EMP_000911,FAM_001074,2017-01-24,Completed,Adult issue catch its Mrs why exactly will life candidate picture.,2.69,Level 2,44.93,8,8,29,20.69,Home,179,2,2,Completed,2027-01-10,2025-11-14 15:16:57.533824
ASG_002604,EMP_001151,FAM_000824,2023-06-29,Assigned,Difference big experience development together food official protect.,1.34,Level 1,53.89,0,18,20,105.12,School,212,2,1,Pending Review,2027-02-04,2025-11-14 15:16:57.533824
ASG_002605,EMP_000264,FAM_001407,2024-02-29,Escalated,Situation that check somebody majority central get across skin stage.,3.27,Level 3,31.81,6,3,120,61.35,Center,185,20,2,Scheduled,2026-10-28,2025-11-14 15:16:57.533824
ASG_002606,EMP_000824,FAM_000455,2016-05-29,Completed,Check general specific as these top bar second impact sense.,2.69,Level 2,51.12,3,15,66,103.15,Home,144,11,4,Completed,2026-09-29,2025-11-14 15:16:57.533824
ASG_002607,EMP_000212,FAM_001058,2021-04-17,Completed,Stock thus seem response I car size check.,3.71,Level 3,25.22,7,9,65,112.14,School,91,18,3,Pending Review,2027-06-27,2025-11-14 15:16:57.533824
ASG_002608,EMP_000183,FAM_002527,2021-01-18,Escalated,Tell hope eight interesting source they ever.,1.65,Level 3,7.19,1,6,224,84.92,Home,146,11,1,Pending Review,2027-06-10,2025-11-14 15:16:57.533824
ASG_002609,EMP_000089,FAM_000476,2025-07-27,Completed,Class manager trouble various car case allow especially.,1.46,Level 4,54.05,8,0,55,89.45,School,103,14,0,Completed,2025-12-26,2025-11-14 15:16:57.533824
ASG_002610,EMP_000162,FAM_002004,2024-06-09,Assigned,Crime process pull free cell bar than.,4.51,Level 4,41.76,10,17,294,82.84,School,218,6,2,Scheduled,2025-11-23,2025-11-14 15:16:57.533824
ASG_002611,EMP_000466,FAM_000321,2024-05-17,Assigned,Interesting probably eat time able politics career can history.,4.33,Level 4,55.95,4,6,118,88.12,Home,71,4,4,Scheduled,2026-05-14,2025-11-14 15:16:57.533824
ASG_002612,EMP_001053,FAM_001123,2022-02-03,Closed,Respond along participant one both single how indeed laugh.,2.07,Level 2,93.84,6,4,136,94.75,Center,53,14,2,Completed,2027-08-08,2025-11-14 15:16:57.533824
ASG_002613,EMP_001461,FAM_000762,2016-08-21,Assigned,Hotel end should another white discover boy international amount themselves.,1.52,Level 3,78.14,5,2,188,80.72,Home,272,2,0,Completed,2027-10-12,2025-11-14 15:16:57.533824
ASG_002614,EMP_001177,FAM_001877,2022-12-07,Closed,Western staff large late fire benefit item brother government camera.,2.5,Level 2,85.25,8,11,201,58.67,Center,142,8,5,Pending Review,2026-11-08,2025-11-14 15:16:57.533824
ASG_002615,EMP_001112,FAM_002704,2017-06-27,Assigned,Knowledge increase evening PM firm feeling.,1.4,Level 1,25.49,8,6,233,48.4,School,70,0,0,Scheduled,2026-09-06,2025-11-14 15:16:57.533824
ASG_002616,EMP_000773,FAM_001061,2024-07-29,Completed,Safe recognize draw impact first certain.,3.66,Level 2,61.77,6,9,166,86.1,Home,185,19,4,Pending Review,2027-06-05,2025-11-14 15:16:57.533824
ASG_002617,EMP_000352,FAM_001722,2021-07-15,Escalated,Beat person suffer lot down purpose realize total.,1.93,Level 4,27.71,6,10,207,92.73,School,267,20,4,Scheduled,2026-06-13,2025-11-14 15:16:57.533824
ASG_002618,EMP_000306,FAM_002076,2024-03-16,Closed,Loss blue gun talk front kitchen speak remember term tree.,3.72,Level 3,97.47,4,13,50,24.41,Center,176,7,2,Pending Review,2026-12-09,2025-11-14 15:16:57.533824
ASG_002619,EMP_000108,FAM_000020,2021-08-10,Closed,Sign paper national both fact individual media energy plan ever dream.,2.26,Level 1,87.49,6,5,194,74.46,Home,249,19,0,Completed,2025-11-25,2025-11-14 15:16:57.533824
ASG_002620,EMP_000640,FAM_002744,2017-12-03,Closed,Mission speech hotel support mean myself free rock.,1.39,Level 1,18.69,8,5,189,78.31,Home,9,6,1,Pending Review,2027-01-27,2025-11-14 15:16:57.533824
ASG_002621,EMP_001107,FAM_002484,2020-10-13,Escalated,Story dream form million.,1.58,Level 1,54.74,5,14,256,50.93,Home,35,20,5,Pending Review,2026-02-13,2025-11-14 15:16:57.533824
ASG_002622,EMP_001138,FAM_001169,2024-09-01,Closed,Public city investment also increase middle although often politics onto.,1.97,Level 1,45.99,1,14,298,54.78,Center,236,5,2,Scheduled,2027-08-09,2025-11-14 15:16:57.533824
ASG_002623,EMP_000001,FAM_000890,2019-03-03,Escalated,Need kid among education grow.,4.79,Level 2,54.99,7,4,85,10.28,Home,34,7,1,Scheduled,2027-03-06,2025-11-14 15:16:57.533824
ASG_002624,EMP_000801,FAM_002894,2017-10-28,Assigned,Purpose theory instead main goal service language only thought stage free.,1.77,Level 3,17.73,7,18,229,39.59,Home,99,8,4,Pending Review,2026-08-31,2025-11-14 15:16:57.533824
ASG_002625,EMP_000113,FAM_000582,2016-06-24,Assigned,Body owner worry himself card bad.,1.92,Level 4,53.77,8,1,14,84.83,Center,93,9,1,Scheduled,2027-10-12,2025-11-14 15:16:57.533824
ASG_002626,EMP_000934,FAM_001656,2020-05-22,Closed,Whatever often subject you tough degree win result affect lose.,2.48,Level 4,9.36,1,6,255,17.49,Home,4,14,5,Scheduled,2027-09-10,2025-11-14 15:16:57.533824
ASG_002627,EMP_000860,FAM_002432,2020-06-29,Assigned,Happy simple book and here lead.,4.47,Level 3,82.18,9,6,55,115.28,School,299,7,2,Pending Review,2026-07-31,2025-11-14 15:16:57.533824
ASG_002628,EMP_000721,FAM_001921,2023-06-05,Assigned,Decision leader sure offer together stage.,3.94,Level 3,66.82,10,18,152,27.3,Center,296,13,5,Completed,2027-06-28,2025-11-14 15:16:57.533824
ASG_002629,EMP_000755,FAM_001854,2017-11-10,Completed,Mean task class force prepare together according.,3.42,Level 1,73.75,4,1,140,19.75,Center,79,6,2,Completed,2027-09-02,2025-11-14 15:16:57.533824
ASG_002630,EMP_000327,FAM_002557,2020-05-02,Completed,Purpose position can may somebody exactly indeed assume boy ago.,1.68,Level 1,34.24,7,16,235,101.79,Home,144,20,2,Pending Review,2026-06-30,2025-11-14 15:16:57.533824
ASG_002631,EMP_000297,FAM_001619,2019-02-21,Completed,Position seven strong food value.,2.64,Level 4,82.91,5,5,30,57.75,Center,56,18,4,Pending Review,2025-11-23,2025-11-14 15:16:57.533824
ASG_002632,EMP_000628,FAM_002707,2022-08-14,Escalated,Agreement hard what stuff different.,1.37,Level 1,74.98,9,4,274,58.31,School,159,4,0,Scheduled,2027-09-03,2025-11-14 15:16:57.533824
ASG_002633,EMP_001431,FAM_001626,2021-09-09,Escalated,Month since until officer hear.,4.89,Level 4,67.4,6,6,171,114.25,Center,153,17,1,Scheduled,2026-01-20,2025-11-14 15:16:57.533824
ASG_002634,EMP_000120,FAM_002284,2016-03-27,Assigned,Push sound scientist above dark space course performance.,2.42,Level 4,19.59,5,14,138,83.11,Center,72,8,3,Completed,2026-02-09,2025-11-14 15:16:57.533824
ASG_002635,EMP_001078,FAM_000498,2021-08-27,Escalated,South tell senior heavy receive.,2.09,Level 1,45.65,10,3,170,84.98,Center,215,11,2,Pending Review,2027-03-10,2025-11-14 15:16:57.533824
ASG_002636,EMP_000997,FAM_001883,2025-10-18,Escalated,Base call increase task at bar.,2.3,Level 3,93.25,8,4,182,93.33,School,216,2,1,Scheduled,2026-02-17,2025-11-14 15:16:57.533824
ASG_002637,EMP_000507,FAM_000196,2020-03-11,Completed,Use understand skill person wind hospital black.,3.68,Level 4,82.07,8,7,261,98.16,School,279,14,2,Scheduled,2026-09-10,2025-11-14 15:16:57.533824
ASG_002638,EMP_000625,FAM_002565,2023-11-11,Assigned,Tax guy least charge outside summer.,4.18,Level 1,88.59,4,12,101,77.34,Home,163,9,2,Completed,2026-09-09,2025-11-14 15:16:57.533824
ASG_002639,EMP_001185,FAM_000153,2019-05-18,Escalated,Every by recently them wind fact trade rock.,3.0,Level 3,91.12,5,8,104,30.11,Center,41,17,5,Scheduled,2027-01-25,2025-11-14 15:16:57.533824
ASG_002640,EMP_000684,FAM_000006,2018-08-26,Completed,Agent only relate mouth likely.,1.29,Level 4,30.17,3,11,98,36.19,Center,267,14,1,Pending Review,2026-04-15,2025-11-14 15:16:57.533824
ASG_002641,EMP_000166,FAM_000062,2017-03-16,Assigned,Her approach factor improve hour.,3.83,Level 1,73.02,0,12,16,10.43,Center,180,11,1,Pending Review,2027-07-03,2025-11-14 15:16:57.533824
ASG_002642,EMP_000031,FAM_000014,2025-10-31,Completed,Western offer all force sister wait.,3.09,Level 2,36.51,1,12,200,84.17,Home,294,13,4,Completed,2026-07-19,2025-11-14 15:16:57.533824
ASG_002643,EMP_001122,FAM_002321,2015-12-25,Assigned,Still television land box green.,2.49,Level 2,77.84,3,10,135,49.55,School,136,1,2,Completed,2027-10-11,2025-11-14 15:16:57.533824
ASG_002644,EMP_000365,FAM_001866,2019-05-21,Escalated,Western sometimes table population like else degree loss human economy.,4.77,Level 3,41.06,6,6,199,87.9,Center,242,8,0,Completed,2027-02-11,2025-11-14 15:16:57.533824
ASG_002645,EMP_000459,FAM_000919,2021-07-05,Closed,Through house loss improve today parent life.,4.4,Level 3,9.76,5,8,74,56.93,Home,97,1,2,Completed,2027-10-12,2025-11-14 15:16:57.533824
